paragrafnummer,group_count,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
784,62,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,7,1,OO,-1,Bloggmix 2017,0
784,62,dom,PN.UTR+NEU.PLU.DEF.SUB+OBJ,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,8,7,CJ,-1,Bloggmix 2017,0
784,62,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,7,OO,-1,Bloggmix 2017,0
784,62,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,9,ET,-1,Bloggmix 2017,0
784,62,:),IN,|,|,|,|,|,,11,7,MA,-1,Bloggmix 2017,0
784,62,Då,AB,|då|,|då..ab.1|då..ab.2|,|då..1:0.844|då..3:0.156|,|,|,,12,13,TA,-1,Bloggmix 2017,0
784,62,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,13,11,IF,-1,Bloggmix 2017,0
784,62,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,14,13,SS,-1,Bloggmix 2017,0
784,62,dags,NN.UTR.-.-.-,|dag|dags|,|dag..nn.1|dags..nn.1|,|dags..1:0.808|dag..1:0.163|dag..2:0.029|,|,|,0.0,15,13,TA,-1,Bloggmix 2017,0
784,62,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,16,15,ET,-1,Bloggmix 2017,0
784,62,göra,VB.INF.AKT,|göra|göra sig|göra av|göra sig av|,|göra..vb.1|göra_sig..vbm.1|göra_av..vbm.1|göra_sig_av..vbm.1|,|göra..1:0.799|göra..3:0.133|göra..2:0.068|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|göra_av..1:-1.000|göra_av..2:-1.000|göra_sig_av..1:-1.000|,|,|,0.0,17,23,CJ,-1,Bloggmix 2017,0
784,62,sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig|göra sig:17|göra sig av:17|,|sig..pn.1|göra_sig..vbm.1:17|göra_sig_av..vbm.1:17|,|sig..1:-1.000|göra_sig..1:17:-1.000|göra_sig..2:17:-1.000|göra_sig..3:17:-1.000|göra_sig_av..1:17:-1.000|,|,|,,18,17,OO,-1,Bloggmix 2017,0
784,62,av,PL,|av|göra av:17|göra sig av:17|,|av..ab.1|göra_av..vbm.1:17|göra_sig_av..vbm.1:17|,|av..3:-1.000|göra_av..1:17:-1.000|göra_av..2:17:-1.000|göra_sig_av..1:17:-1.000|,|,|,,19,17,PL,-1,Bloggmix 2017,0
784,62,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,20,17,OA,-1,Bloggmix 2017,0
784,62,dom,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,21,22,DT,-1,Bloggmix 2017,0
784,62,gamla,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|gammal|,|gammal..av.1|,|gammal..1:-1.000|,|,|,0.0,22,17,OO,-1,Bloggmix 2017,0
784,62,o,KN,|o|,|o..kna.1|,|och..1:-1.000|,|,|,,23,31,TA,-1,Bloggmix 2017,0
784,62,köpa,VB.INF.AKT,|köpa|,|köpa..vb.1|köpa..vb.2|,|köpa..1:0.971|köpa..2:0.029|,|,|,0.0,24,23,CJ,-1,Bloggmix 2017,0
784,62,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,25,23,PL,-1,Bloggmix 2017,0
784,62,förrättsbestick,NN.NEU.PLU.IND.NOM,|förrättsbestick|,|,|,|förrätt..nn.1+bestick..nn.1:1.874e-15|förr..ab.1+rätt..nn.2+bestick..nn.1:2.499e-19|förr..ab.1+rätt..nn.3+bestick..nn.1:2.499e-19|förr..ab.1+rätt..nn.1+bestick..nn.1:2.499e-19|föra..vb.1+rätt..nn.1+bestick..nn.1:1.100e-20|föra..vb.1+rätt..nn.3+bestick..nn.1:1.100e-20|föra..vb.1+rätt..nn.2+bestick..nn.1:1.100e-20|förr..ab.1+ätt..nn.1+bestick..nn.1:6.827e-21|för..nn.1+rätt..nn.1+bestick..nn.1:1.016e-23|för..nn.1+rätt..nn.2+bestick..nn.1:1.016e-23|för..nn.1+rätt..nn.3+bestick..nn.1:1.016e-23|,|förrätts+bestick|förr+rätts+bestick|för+rätts+bestick|förr+ätts+bestick|,,26,25,HD,-1,Bloggmix 2017,0
784,62,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,27,23,OA,-1,Bloggmix 2017,0
784,62,pengarna,NN.UTR.PLU.DEF.NOM,|peng|pengar|,|peng..nn.1|pengar..nn.1|,|peng..1:0.545|pengar..1:0.455|,|,|,0.0,28,27,PA,-1,Bloggmix 2017,0
784,62,istället,AB,|istället|,|istället..ab.1|,|i_stället..1:-1.000|,|,|,,29,31,MA,-1,Bloggmix 2017,0
784,62,:),IN,|,|,|,|,|,,30,29,HD,-1,Bloggmix 2017,0
784,62,vill,VB.PRS.AKT,|vilja|,|vilja..vb.1|,|vilja..1:-1.000|,|,|,0.0,31,16,IF,-1,Bloggmix 2017,0
784,62,gärna,AB.POS,|gärna|,|gärna..ab.1|,|gärna..1:-1.000|,|,|,,32,31,MA,-1,Bloggmix 2017,0
784,62,ha,VB.INF.AKT,|ha|,|ha..vb.1|,|ha..1:0.839|ha..3:0.161|,|,|,0.0,33,31,VG,-1,Bloggmix 2017,0
784,62,matbestick,NN.NEU.PLU.IND.NOM,|matbestick|,|matbestick..nn.1|,|matbestick..1:-1.000|,|mat..nn.1+bestick..nn.1:1.380e-10|,|mat+bestick|,,34,35,CJ,-1,Bloggmix 2017,0
784,62,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,35,33,OO,-1,Bloggmix 2017,0
784,62,förrättsbestick,NN.NEU.PLU.IND.NOM,|förrättsbestick|,|,|,|förrätt..nn.1+bestick..nn.1:1.874e-15|förr..ab.1+rätt..nn.2+bestick..nn.1:2.499e-19|förr..ab.1+rätt..nn.3+bestick..nn.1:2.499e-19|förr..ab.1+rätt..nn.1+bestick..nn.1:2.499e-19|föra..vb.1+rätt..nn.1+bestick..nn.1:1.100e-20|föra..vb.1+rätt..nn.3+bestick..nn.1:1.100e-20|föra..vb.1+rätt..nn.2+bestick..nn.1:1.100e-20|förr..ab.1+ätt..nn.1+bestick..nn.1:6.827e-21|för..nn.1+rätt..nn.1+bestick..nn.1:1.016e-23|för..nn.1+rätt..nn.2+bestick..nn.1:1.016e-23|för..nn.1+rätt..nn.3+bestick..nn.1:1.016e-23|,|förrätts+bestick|förr+rätts+bestick|för+rätts+bestick|förr+ätts+bestick|,,36,35,CJ,-1,Bloggmix 2017,0
784,62,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,37,33,RA,-1,Bloggmix 2017,0
784,62,samma,DT.UTR+NEU.SIN+PLU.IND,|samma|,|samma..pn.1|,|samma..1:-1.000|,|,|,,38,39,DT,-1,Bloggmix 2017,0
784,62,serie,NN.UTR.SIN.IND.NOM,|serie|,|serie..nn.1|,|serie..1:0.589|serie..2:0.411|,|,|,0.0,39,37,PA,-1,Bloggmix 2017,0
784,62,när,HA,|när|,|när..ab.1|,|när..1:0.756|nära..1:0.244|,|,|,,40,42,TA,-1,Bloggmix 2017,0
784,62,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,41,42,SS,-1,Bloggmix 2017,0
784,62,dukar,VB.PRS.AKT,|duka|,|duka..vb.1|,|duka..1:1.000|duka..2:0.000|,|,|,,42,33,VG,-1,Bloggmix 2017,0
784,62,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,43,0,ROOT,-1,Bloggmix 2017,0
784,62,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,44,45,SS,-1,Bloggmix 2017,0
784,62,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..7:0.415|gå..2:0.128|gå..6:0.117|gå..1:0.077|gå..11:0.057|gå..8:0.048|gå..4:0.047|gå..3:0.044|gå..10:0.028|gå..5:0.024|gå..9:0.015|,|,|,-1.0,45,52,SS,-1,Bloggmix 2017,0
784,62,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,46,45,,-1,Bloggmix 2017,0
784,62,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,47,45,OA,-1,Bloggmix 2017,0
784,62,dom,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,48,49,DT,-1,Bloggmix 2017,0
784,62,gamla,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|gammal|,|gammal..av.1|,|gammal..1:-1.000|,|,|,0.0,49,47,PA,-1,Bloggmix 2017,0
784,62,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,50,49,ET,-1,Bloggmix 2017,0
784,62,dom,PN.UTR+NEU.PLU.DEF.SUB+OBJ,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,51,50,PA,-1,Bloggmix 2017,0
784,62,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.953|ha..3:0.047|,|,|,0.0,52,54,MS,-1,Bloggmix 2017,0
784,62,utgått,VB.SUP.AKT,|utgå|,|utgå..vb.1|,|utgå..1:0.446|utgå..2:0.263|utgå..3:0.156|utgå..4:0.135|,|ut..ab.1+gå..vb.1:3.776e-08|,|ut+gått|,0.0,53,52,VG,-1,Bloggmix 2017,0
784,62,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,54,43,MS,-1,Bloggmix 2017,0
784,62,fanns,VB.PRT.SFO,|finna|finnas|,|finna..vb.1|finnas..vb.1|,|finna..1:0.420|finnas..1:0.396|finna..2:0.184|,|,|,-0.0,55,54,+F,-1,Bloggmix 2017,0
784,62,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,56,55,,-1,Bloggmix 2017,0
784,62,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,57,55,OA,-1,Bloggmix 2017,0
784,62,få,VB.INF.AKT,|få|få tag|,|få..vb.1|få_tag..vbm.1|,|få..1:0.858|få..3:0.142|få_tag..1:-1.000|,|,|,1.0,58,57,IF,-1,Bloggmix 2017,0
784,62,tag,NN.NEU.SIN.IND.NOM,|tag|få tag:58|,|tag..nn.1|tag..nn.2|få_tag..vbm.1:58|,|tag..1:0.953|tag..2:0.047|få_tag..1:58:-1.000|,|,|,0.0,59,58,OO,-1,Bloggmix 2017,0
784,62,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,60,58,TA,-1,Bloggmix 2017,0
784,62,nånstans,AB,|nånstans|,|nånstans..ab.1|,|någonstans..1:-1.000|,|,|,,61,60,HD,-1,Bloggmix 2017,0
784,62,!,MAD,|,|,|,|,|,,62,43,IU,-1,Bloggmix 2017,0
1338,24,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,Bloggmix 2017,1
1338,24,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.671|ha..3:0.329|,|,|,0.0,2,8,MS,-1,Bloggmix 2017,1
1338,24,haft,VB.SUP.AKT,|ha|,|ha..vb.1|,|ha..1:0.703|ha..3:0.297|,|,|,0.0,3,2,VG,-1,Bloggmix 2017,1
1338,24,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,7,DT,-1,Bloggmix 2017,1
1338,24,jävligt,AB.POS,|jävlig|jävligt|,|jävlig..av.1|jävligt..ab.1|,|jävligt..1:0.754|jävlig..1:0.246|,|,|,,5,6,AA,-1,Bloggmix 2017,1
1338,24,tufft,JJ.POS.NEU.SIN.IND.NOM,|tuff|,|tuff..av.1|,|tuff..1:0.959|tuff..3:0.041|,|,|,1.0,6,7,AT,-1,Bloggmix 2017,1
1338,24,år,NN.NEU.SIN.IND.NOM,|år|,|år..nn.1|,|år..1:-1.000|,|,|,0.0,7,3,TA,-1,Bloggmix 2017,1
1338,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,0,ROOT,-1,Bloggmix 2017,1
1338,24,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,SS,-1,Bloggmix 2017,1
1338,24,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.916|ha..3:0.084|,|,|,0.0,10,17,MS,-1,Bloggmix 2017,1
1338,24,fått,VB.SUP.AKT,|få|,|få..vb.1|,|få..1:0.939|få..3:0.061|,|,|,1.0,11,10,VG,-1,Bloggmix 2017,1
1338,24,hjälp,NN.UTR.SIN.IND.NOM,|hjälp|,|hjälp..nn.1|,|hjälp..1:0.856|hjälp..2:0.144|,|,|,1.0,12,11,OO,-1,Bloggmix 2017,1
1338,24,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,13,15,DT,-1,Bloggmix 2017,1
1338,24,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.999|familj..2:0.001|,|,|,0.0,14,15,CJ,-1,Bloggmix 2017,1
1338,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,15,11,ET,-1,Bloggmix 2017,1
1338,24,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,16,15,CJ,-1,Bloggmix 2017,1
1338,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,17,20,VG,-1,Bloggmix 2017,1
1338,24,utan,PP,|utan|,|utan..pp.1|,|utan..1:-1.000|,|,|,,18,17,ET,-1,Bloggmix 2017,1
1338,24,dem,PN.UTR+NEU.PLU.DEF.OBJ,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,19,18,PA,-1,Bloggmix 2017,1
1338,24,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.878|ha..3:0.122|,|,|,-0.0,20,8,MS,-1,Bloggmix 2017,1
1338,24,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,21,20,SS,-1,Bloggmix 2017,1
1338,24,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,22,20,,-1,Bloggmix 2017,1
1338,24,gått,VB.SUP.AKT,|gå|,|gå..vb.1|,|gå..7:0.339|gå..2:0.173|gå..6:0.124|gå..1:0.063|gå..4:0.062|gå..11:0.058|gå..8:0.055|gå..9:0.042|gå..3:0.033|gå..5:0.033|gå..10:0.017|,|,|,1.0,23,17,+F,-1,Bloggmix 2017,1
1338,24,.,MAD,|,|,|,|,|,,24,8,IP,-1,Bloggmix 2017,1
541,12,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,-1,8 Sidor,1
541,12,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.845|ha..3:0.155|,|,|,0.0,2,8,MS,-1,8 Sidor,1
541,12,fått,VB.SUP.AKT,|få|,|få..vb.1|,|få..1:0.930|få..3:0.070|,|,|,1.0,3,2,VG,-1,8 Sidor,1
541,12,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,5,DT,-1,8 Sidor,1
541,12,infektion,NN.UTR.SIN.IND.NOM,|infektion|,|infektion..nn.1|,|infektion..1:-1.000|,|,|,-1.0,5,3,OO,-1,8 Sidor,1
541,12,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,6,5,ET,-1,8 Sidor,1
541,12,lungorna,NN.UTR.PLU.DEF.NOM,|lunga|,|lunga..nn.1|,|lunga..1:-1.000|,|,|,,7,6,PA,-1,8 Sidor,1
541,12,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,0,ROOT,-1,8 Sidor,1
541,12,vårdas,VB.PRS.SFO,|vårda|,|vårda..vb.1|,|vårda..1:0.761|vårda..2:0.210|vårda..3:0.029|,|,|,1.0,9,8,+F,-1,8 Sidor,1
541,12,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,10,9,OA,-1,8 Sidor,1
541,12,sjukhus,NN.NEU.SIN.IND.NOM,|sjukhus|,|sjukhus..nn.1|,|sjukhus..1:-1.000|,|sjuk..av.1+hus..nn.1:3.531e-10|sjuka..nn.1+hus..nn.1:3.438e-18|,|sjuk+hus|,0.0,11,10,PA,-1,8 Sidor,1
541,12,.,MAD,|,|,|,|,|,,12,8,IP,-1,8 Sidor,1
1427,15,USA:s,PM.GEN,|,|,|,|,|,,1,2,DT,-1,Bloggmix 2017,0
1427,15,kongress,NN.UTR.SIN.IND.NOM,|kongress|,|kongress..nn.1|,|kongress..1:0.937|kongress..2:0.063|,|,|,0.0,2,3,SS,-1,Bloggmix 2017,0
1427,15,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.987|ha..3:0.013|,|,|,0.0,3,0,ROOT,-1,Bloggmix 2017,0
1427,15,nyligen,AB,|nyligen|,|nyligen..ab.1|,|nyligen..1:-1.000|,|,|,,4,3,TA,-1,Bloggmix 2017,0
1427,15,beslutat,VB.SUP.AKT,|besluta|,|besluta..vb.1|,|besluta..1:-1.000|,|,|,0.0,5,3,VG,-1,Bloggmix 2017,0
1427,15,anslå,VB.INF.AKT,|anslå|,|anslå..vb.1|,|anslå..1:0.996|anslå..2:0.004|slå_an..1:-1.000|,|an..ab.1+slå..vb.1:1.346e-10|,|an+slå|,1.0,6,5,OO,-1,Bloggmix 2017,0
1427,15,300,RG.NOM,|,|,|,|,|,,7,8,DT,-1,Bloggmix 2017,0
1427,15,milj,NN.AN,|milj|,|milj..nna.1|,|miljon..1:-1.000|,|,|,0.0,8,9,DT,-1,Bloggmix 2017,0
1427,15,dollar,NN.UTR.PLU.IND.NOM,|dollar|,|dollar..nn.1|,|dollar..1:-1.000|,|,|,0.0,9,6,OO,-1,Bloggmix 2017,0
1427,15,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,10,9,ET,-1,Bloggmix 2017,0
1427,15,avancerade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|avancera|avancerad|,|avancera..vb.1|avancerad..av.1|,|avancerad..1:0.528|avancera..1:0.472|,|,|,,11,12,AT,-1,Bloggmix 2017,0
1427,15,vapen,NN.NEU.PLU.IND.NOM,|vapen|,|vapen..nn.1|,|vapen..1:0.994|vapen..2:0.006|,|,|,0.0,12,10,PA,-1,Bloggmix 2017,0
1427,15,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,13,6,OA,-1,Bloggmix 2017,0
1427,15,terrorister,NN.UTR.PLU.IND.NOM,|terrorist|,|terrorist..nn.1|,|terrorist..1:-1.000|,|terror..nn.1+ister..nn.1:6.226e-13|,|terror+ister|,-1.0,14,13,PA,-1,Bloggmix 2017,0
1427,15,.,MAD,|,|,|,|,|,,15,3,IP,-1,Bloggmix 2017,0
193,19,Linda,PM.NOM,|Linda|,|Linda..pm.1|,|Linda..1:-1.000|,|,|,,1,3,SS,-1,8 Sidor,1
193,19,Haglund,PM.NOM,|Haglund|,|Haglund..pm.1|,|Haglund..1:-1.000|,|,|,,2,1,HD,-1,8 Sidor,1
193,19,sade,VB.PRT.AKT,|säga|,|säga..vb.1|,|säga..1:0.977|säga..3:0.013|säga..2:0.010|,|,|,0.0,3,0,ROOT,-1,8 Sidor,1
193,19,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,OO,-1,8 Sidor,1
193,19,hon,PN.UTR.SIN.DEF.SUB,|hon|,|hon..pn.1|,|hon..1:-1.000|,|,|,,5,6,SS,-1,8 Sidor,1
193,19,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,6,8,MS,-1,8 Sidor,1
193,19,oskyldig,JJ.POS.UTR.SIN.IND.NOM,|oskyldig|,|oskyldig..av.1|,|oskyldig..1:0.528|oskyldig..2:0.472|,|,|,1.0,7,6,SP,-1,8 Sidor,1
193,19,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,4,UA,-1,8 Sidor,1
193,19,hennes,PS.UTR+NEU.SIN+PLU.DEF,|hon|,|hon..pn.1|,|hon..1:-1.000|,|,|,,9,10,DT,-1,8 Sidor,1
193,19,tränare,NN.UTR.SIN.IND.NOM,|tränare|,|tränare..nn.1|,|tränare..1:-1.000|,|trä..nn.2+nare..nn.1:9.381e-13|trä..nn.1+nare..nn.1:9.381e-13|trä..vb.1+nare..nn.1:3.017e-22|,|trä+nare|,0.0,10,11,SS,-1,8 Sidor,1
193,19,erkände,VB.PRT.AKT,|erkänna|,|erkänna..vb.1|,|erkänna..1:0.995|erkänna..2:0.005|,|era..nn.1+känna..vb.1:7.667e-20|,|er+kände|,0.0,11,8,+F,-1,8 Sidor,1
193,19,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,12,11,OO,-1,8 Sidor,1
193,19,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,13,14,SS,-1,8 Sidor,1
193,19,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,14,12,UA,-1,8 Sidor,1
193,19,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,15,14,OO,-1,8 Sidor,1
193,19,som,HP.-.-.-,|,|,|,|,|,,16,17,SS,-1,8 Sidor,1
193,19,gjort,VB.SUP.AKT,|göra|,|göra..vb.1|,|göra..1:0.861|göra..2:0.102|göra..3:0.037|,|,|,0.0,17,15,ET,-1,8 Sidor,1
193,19,fel,PL,|,|,|,|,|,,18,17,PL,-1,8 Sidor,1
193,19,.,MAD,|,|,|,|,|,,19,3,IP,-1,8 Sidor,1
1117,11,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,SVT Nyheter 1018,1
1117,11,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,SVT Nyheter 1018,1
1117,11,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,-1,SVT Nyheter 1018,1
1117,11,långt,AB.POS,|lång|långt|långt ifrån|,|lång..av.1|långt..ab.1|långt_ifrån..abm.1|,|långt..1:0.629|långtifrån..2:0.244|långtifrån..1:0.072|lång..1:0.055|,|,|,,4,2,SP,-1,SVT Nyheter 1018,1
1117,11,ifrån,PP,|ifrån|långt ifrån:04|,|ifrån..pp.1|långt_ifrån..abm.1:04|,|ifrån..1:-1.000|långtifrån..1:04:-1.000|långtifrån..2:04:-1.000|,|,|,,5,4,HD,-1,SVT Nyheter 1018,1
1117,11,sanningen,NN.UTR.SIN.DEF.NOM,|sanning|,|sanning..nn.1|,|sanning..1:-1.000|,|sann..av.1+in..ab.1+gen..nn.1:2.444e-17|sanna..vb.1+in..ab.1+gen..nn.1:2.683e-29|,|sann+in+gen|,1.0,6,2,XX,-1,SVT Nyheter 1018,1
1117,11,som,HP.-.-.-,|,|,|,|,|,,7,10,OO,-1,SVT Nyheter 1018,1
1117,11,man,PN.UTR.SIN.IND.SUB,|man|,|man..pn.1|,|man..1:-1.000|,|,|,,8,9,SS,-1,SVT Nyheter 1018,1
1117,11,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..1:0.494|kunna..2:0.208|kunna..3:0.183|kunna..4:0.114|,|,|,0.0,9,6,ET,-1,SVT Nyheter 1018,1
1117,11,komma,VB.INF.AKT,|komma|,|komma..vb.1|,|komma..3:0.599|komma..1:0.401|,|,|,1.0,10,9,VG,-1,SVT Nyheter 1018,1
1117,11,.,MAD,|,|,|,|,|,,11,2,IP,-1,SVT Nyheter 1018,1
1377,14,Tanken,NN.UTR.SIN.DEF.NOM,|tank|tanke|,|tank..nn.1|tank..nn.2|tanke..nn.1|,|tank..1:0.625|tanke..1:0.370|tank..2:0.006|,|,|,0.0,1,2,SP,-1,Bloggmix 2017,0
1377,14,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,Bloggmix 2017,0
1377,14,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,3,2,SS,-1,Bloggmix 2017,0
1377,14,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,4,5,SS,-1,Bloggmix 2017,0
1377,14,skulle,VB.PRT.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|skulle..nn.1+le..vb.1:5.815e-12|,|skull+le|,0.0,5,3,UA,-1,Bloggmix 2017,0
1377,14,tränat,VB.SUP.AKT,|träna|,|träna..vb.1|,|träna..1:0.553|träna..2:0.447|,|,|,0.0,6,5,VG,-1,Bloggmix 2017,0
1377,14,Nicko,PM.NOM,|,|,|,|,|,,7,10,MS,-1,Bloggmix 2017,0
1377,14,i,PP,|i|i onsdags|,|i..pp.1|i_onsdags..abm.1|,|i..2:-1.000|i_onsdags..1:-1.000|,|,|,,8,7,+A,-1,Bloggmix 2017,0
1377,14,onsdags,NN.UTR.SIN.IND.GEN,|onsdag|i onsdags:08|,|onsdag..nn.1|i_onsdags..abm.1:08|,|onsdag..1:-1.000|i_onsdags..1:08:-1.000|,|,|,0.0,9,8,HD,-1,Bloggmix 2017,0
1377,14,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,10,6,SS,-1,Bloggmix 2017,0
1377,14,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,11,12,SS,-1,Bloggmix 2017,0
1377,14,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.690|bli..2:0.310|,|,|,0.0,12,10,MS,-1,Bloggmix 2017,0
1377,14,förhinder,NN.NEU.PLU.IND.NOM,|förhinder|,|förhinder..nn.1|,|förhinder..1:-1.000|,|föra..vb.1+hinder..nn.1:3.260e-12|för..nn.1+hinder..nn.1:6.792e-15|,|för+hinder|,,13,12,SP,-1,Bloggmix 2017,0
1377,14,.,MAD,|,|,|,|,|,,14,2,IP,-1,Bloggmix 2017,0
1990,17,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,Svenskt frasnät (SweFN),0
1990,17,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,Svenskt frasnät (SweFN),0
1990,17,också,AB,|också|,|också..ab.1|,|också..1:-1.000|,|,|,,3,2,+A,-1,Svenskt frasnät (SweFN),0
1990,17,några,DT.UTR+NEU.PLU.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,4,6,DT,-1,Svenskt frasnät (SweFN),0
1990,17,skumma,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|skum|,|skum..av.1|,|skum..2:0.805|skum..1:0.195|,|,|,,5,6,AT,-1,Svenskt frasnät (SweFN),0
