paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
1672,nogrannare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|,|,|,|,|,,6,7,AT,0,Flashback: Kultur & media,1
1672,rengöring,NN.UTR.SIN.IND.NOM,|rengöring|,|rengöring..nn.1|,|rengöring..1:-1.000|,|,|,,7,5,PA,0,Flashback: Kultur & media,1
1672,använder,VB.PRS.AKT,|använda|,|använda..vb.1|,|använda..1:-1.000|,|an..ab.1+vända..vb.2:7.100e-11|an..ab.1+vända..vb.1:7.100e-11|,|an+vänder|,0.0,8,1,MS,0,Flashback: Kultur & media,1
1672,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,8,SS,0,Flashback: Kultur & media,1
1672,dammsugaren,NN.UTR.SIN.DEF.NOM,|dammsugare|,|dammsugare..nn.1|,|dammsugare..1:0.974|dammsugare..2:0.026|,|dammsuga..vb.1+ar..nn.1:3.412e-15|damm..nn.1+sug..nn.1+ar..nn.1:1.963e-18|damm..nn.2+sug..nn.2+ar..nn.1:1.963e-18|damm..nn.1+sug..nn.2+ar..nn.1:1.963e-18|damm..nn.2+sug..nn.1+ar..nn.1:1.963e-18|damm..nn.1+suga..vb.2+ar..nn.1:7.710e-23|damm..nn.1+suga..vb.1+ar..nn.1:7.710e-23|damm..nn.2+suga..vb.2+ar..nn.1:7.710e-23|damm..nn.2+suga..vb.1+ar..nn.1:7.710e-23|,|dammsug+aren|damm+sug+aren|damm+suga+ren|,,10,8,OO,0,Flashback: Kultur & media,1
1672,.,MAD,|,|,|,|,|,,11,8,IP,0,Flashback: Kultur & media,1
1673,Men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,1,0,ROOT,1,Flashback: Kultur & media,1
1673,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,2,3,SS,1,Flashback: Kultur & media,1
1673,ligger,VB.PRS.AKT,|ligga|,|ligga..vb.1|,|ligga..1:0.883|ligga..4:0.075|ligga..3:0.026|ligga..2:0.016|,|ligg..nn.1+ge..vb.1:9.246e-12|ligga..vb.1+ge..vb.1:3.449e-13|,|ligg+ger|,0.0,3,1,MS,1,Flashback: Kultur & media,1
1673,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,4,3,AA,1,Flashback: Kultur & media,1
1673,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,5,3,TA,1,Flashback: Kultur & media,1
1673,prismässigt,AB.POS,|prismässig|,|prismässig..av.1|,|prismässig..2:0.967|prismässig..1:0.033|,|pris..nn.1+mässig..avh.1:1.756e-12|pris..nn.4+mässig..avh.1:1.756e-12|pris..nn.3+mässig..avh.1:1.756e-12|pris..nn.2+mässig..avh.1:1.756e-12|prisa..vb.1+mässig..avh.1:8.425e-23|,|pris+mässigt|,,6,5,HD,1,Flashback: Kultur & media,1
1673,",",MID,|,|,|,|,|,,7,3,IK,1,Flashback: Kultur & media,1
1673,när,HA,|när|,|när..ab.1|,|när..1:0.818|nära..1:0.182|,|,|,,8,3,AA,1,Flashback: Kultur & media,1
1673,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,9,8,HD,1,Flashback: Kultur & media,1
1673,gäller,VB.PRS.AKT,|gälla|,|gälla..vb.1|gälla..vb.2|,|gälla..1:0.904|gälla..2:0.045|gälla..3:0.029|gälla..4:0.021|,|gäll..av.1+le..vb.1:5.745e-14|gäl..nn.1+le..vb.1:1.748e-14|gäl..nn.2+le..vb.1:1.748e-14|gälla..vb.1+le..vb.1:9.611e-22|gälla..vb.2+le..vb.1:9.611e-22|gäla..vb.1+le..vb.1:9.611e-22|,|gäll+ler|gäl+ler|,0.0,10,8,HD,1,Flashback: Kultur & media,1
1673,mottagning,NN.UTR.SIN.IND.NOM,|mottagning|,|mottagning..nn.1|,|mottagning..1:0.568|mottagning..3:0.355|mottagning..2:0.076|,|mott..nn.1+tagning..nn.1:9.596e-14|mot..nn.1+tagning..nn.1:1.247e-20|mota..vb.1+tagning..nn.1:4.591e-22|,|mott+tagning|mot+tagning|,,11,8,PA,1,Flashback: Kultur & media,1
1673,norr,AB,|norr|,|norr..ab.1|,|norr..1:-1.000|,|,|,,12,11,ET,1,Flashback: Kultur & media,1
1673,om,SN,|om|,|om..sn.1|,|om..2:-1.000|om..3:-1.000|,|,|,,13,12,PA,1,Flashback: Kultur & media,1
1673,dalälven,NN.UTR.SIN.DEF.NOM,|,|,|,|dal..nn.1+älv..nn.1:3.481e-12|,|dal+älven|,,14,15,SS,1,Flashback: Kultur & media,1
1673,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.955|ha..3:0.045|,|,|,-0.0,15,13,UA,1,Flashback: Kultur & media,1
1673,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,16,15,,1,Flashback: Kultur & media,1
1673,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,17,20,DT,1,Flashback: Kultur & media,1
1673,andra,RO.NOM,|,|,|,|,|,,18,20,DT,1,Flashback: Kultur & media,1
1673,tre,RG.NOM,|tre|,|tre..nl.1|,|tre..1:-1.000|,|,|,,19,20,DT,1,Flashback: Kultur & media,1
1673,operatörerna,NN.UTR.PLU.DEF.NOM,|operatör|,|operatör..nn.1|,|operatör..1:-1.000|,|,|,,20,15,OO,1,Flashback: Kultur & media,1
1673,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.509|mycket..2:0.491|,|,|,,21,15,OO,1,Flashback: Kultur & media,1
1673,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,22,21,ET,1,Flashback: Kultur & media,1
1673,sätta,VB.INF.AKT,|sätta|,|sätta..vb.1|,|sätta..1:0.402|sätta..4:0.288|sätta..5:0.166|sätta..3:0.064|sätta..2:0.055|sätta..6:0.024|,|sätt..nn.1+ta..vb.1:4.813e-09|sätta..vb.1+ta..vb.1:3.588e-12|,|sätt+ta|,0.0,23,22,IF,1,Flashback: Kultur & media,1
1673,emot,PL,|,|,|,|,|,,24,23,PL,1,Flashback: Kultur & media,1
1673,.,MAD,|,|,|,|,|,,25,3,IP,1,Flashback: Kultur & media,1
1674,Vilken,HD.UTR.SIN.IND,|,|,|,|,|,,1,2,DT,0,Flashback: Kultur & media,1
1674,färg,NN.UTR.SIN.IND.NOM,|färg|,|färg..nn.1|färg..nn.2|,|färg..2:0.556|färg..1:0.338|färg..3:0.106|färg..4:0.000|,|,|,0.0,2,6,PA,0,Flashback: Kultur & media,1
1674,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,3,5,SS,0,Flashback: Kultur & media,1
1674,än,AB,|än|,|än..ab.1|,|än..1:-1.000|,|,|,,4,5,+A,0,Flashback: Kultur & media,1
1674,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,5,7,MS,0,Flashback: Kultur & media,1
1674,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,6,5,XX,0,Flashback: Kultur & media,1
1674,kommer,VB.PRS.AKT,|komma|,|komma..vb.1|,|komma..1:0.561|komma..3:0.439|,|,|,0.0,7,0,ROOT,0,Flashback: Kultur & media,1
1674,folk,NN.NEU.PLU.IND.NOM,|folk|,|folk..nn.1|,|folk..1:0.909|folk..3:0.080|folk..4:0.011|,|,|,0.0,8,7,SS,0,Flashback: Kultur & media,1
1674,fatta,VB.INF.AKT,|fatta|,|fatta..vb.1|fatta..vb.2|,|fatta..2:0.493|fatta..1:0.417|fatta..3:0.090|,|fatt..av.1+ta..vb.1:1.221e-10|fat..nn.1+ta..vb.1:5.505e-11|,|fatt+ta|fat+ta|,1.0,9,5,+F,0,Flashback: Kultur & media,1
1674,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,9,OO,0,Flashback: Kultur & media,1
1674,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,11,12,SS,0,Flashback: Kultur & media,1
1674,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,12,10,UA,0,Flashback: Kultur & media,1
1674,systemkassar,NN.UTR.PLU.IND.NOM,|systemkasse|,|,|,|system..nn.1+kasse..nn.1:4.763e-11|,|system+kassar|,,13,12,SP,0,Flashback: Kultur & media,1
1674,.,MAD,|,|,|,|,|,,14,7,IP,0,Flashback: Kultur & media,1
1675,Appen,NN.UTR.SIN.DEF.NOM,|app|,|app..nn.1|,|app..1:-1.000|,|app..nn.1+pen..nn.1:1.286e-12|apa..nn.1+pen..nn.1:3.458e-14|,|app+pen|ap+pen|,,1,2,SS,0,Flashback: Kultur & media,0
1675,söker,VB.PRS.AKT,|söka|söka upp|,|söka..vb.1|söka_upp..vbm.1|,|söka..1:0.956|söka..2:0.044|söka_upp..1:-1.000|,|,|,0.0,2,8,MS,0,Flashback: Kultur & media,0
1675,upp,PL,|upp|söka upp:02|,|upp..ab.1|söka_upp..vbm.1:02|,|upp..1:-1.000|söka_upp..1:02:-1.000|,|,|,,3,2,PL,0,Flashback: Kultur & media,0
1675,numret,NN.NEU.SIN.DEF.NOM,|nummer|,|nummer..nn.1|,|nummer..1:0.751|nummer..3:0.139|nummer..2:0.110|,|,|,0.0,4,2,OO,0,Flashback: Kultur & media,0
1675,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,5,4,ET,0,Flashback: Kultur & media,0
1675,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,6,7,DT,0,Flashback: Kultur & media,0
1675,databas,NN.UTR.SIN.IND.NOM,|databas|,|databas..nn.1|,|databas..1:-1.000|,|data..nn.1+bas..nn.4:1.180e-10|data..nn.2+bas..nn.3:1.180e-10|data..nn.1+bas..nn.2:1.180e-10|data..nn.1+bas..nn.3:1.180e-10|data..nn.2+bas..nn.4:1.180e-10|data..nn.2+bas..nn.2:1.180e-10|data..nn.1+bas..nn.1:1.180e-10|data..nn.2+bas..nn.1:1.180e-10|,|data+bas|,,7,5,PA,0,Flashback: Kultur & media,0
1675,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,0,ROOT,0,Flashback: Kultur & media,0
1675,presenterar,VB.PRS.AKT,|presentera|,|presentera..vb.1|,|presentera..1:0.907|presentera..2:0.093|,|pre..sxc.1+sentera..vb.1:3.386e-23|,|pre+senterar|,0.0,9,8,+F,0,Flashback: Kultur & media,0
1675,resultatet,NN.NEU.SIN.DEF.NOM,|resultat|,|resultat..nn.1|,|resultat..1:-1.000|,|,|,0.0,10,9,OO,0,Flashback: Kultur & media,0
1675,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,11,9,OA,0,Flashback: Kultur & media,0
1675,dig,PN.UTR.SIN.DEF.OBJ,|du|,|du..pn.1|,|du..1:-1.000|,|,|,,12,11,PA,0,Flashback: Kultur & media,0
1675,",",MID,|,|,|,|,|,,13,8,IK,0,Flashback: Kultur & media,0
1675,allt,PN.NEU.SIN.IND.SUB+OBJ,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,14,15,SS,0,Flashback: Kultur & media,0
1675,går,VB.PRS.AKT,|gå|,|gå..vb.1|,|gå..2:0.307|gå..7:0.252|gå..6:0.104|gå..1:0.085|gå..9:0.081|gå..8:0.044|gå..11:0.036|gå..5:0.028|gå..10:0.027|gå..4:0.022|gå..3:0.014|,|,|,0.0,15,8,MS,0,Flashback: Kultur & media,0
1675,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,16,15,RA,0,Flashback: Kultur & media,0
1675,någon,DT.UTR.SIN.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,17,18,DT,0,Flashback: Kultur & media,0
1675,sekund,NN.UTR.SIN.IND.NOM,|sekund|,|sekund..nn.1|,|sekund..1:0.999|sekund..2:0.001|,|se..vb.1+kund..nn.1:2.067e-10|,|se+kund|,0.0,18,16,PA,0,Flashback: Kultur & media,0
1675,så,SN,|,|,|,|,|,,19,15,TA,0,Flashback: Kultur & media,0
1675,du,PN.UTR.SIN.DEF.SUB,|du|,|du..pn.1|,|du..1:-1.000|,|,|,,20,21,SS,0,Flashback: Kultur & media,0
1675,hinner,VB.PRS.AKT,|hinna|,|hinna..vb.1|,|hinna..1:-1.000|,|,|,0.0,21,19,UA,0,Flashback: Kultur & media,0
1675,bestämma,VB.INF.AKT,|bestämma|bestämma sig|,|bestämma..vb.1|bestämma_sig..vbm.1|,|bestämma..2:0.855|bestämma..1:0.145|bestämma_sig..1:-1.000|,|,|,0.0,22,21,VG,0,Flashback: Kultur & media,0
1675,dig,PN.UTR.SIN.DEF.OBJ,|du|bestämma sig:22|,|du..pn.1|bestämma_sig..vbm.1:22|,|du..1:-1.000|bestämma_sig..1:22:-1.000|,|,|,,23,22,OO,0,Flashback: Kultur & media,0
1675,innan,SN,|innan|,|innan..sn.1|,|innan..1:-1.000|,|,|,,24,22,TA,0,Flashback: Kultur & media,0
1675,du,PN.UTR.SIN.DEF.SUB,|du|,|du..pn.1|,|du..1:-1.000|,|,|,,25,26,SS,0,Flashback: Kultur & media,0
1675,svarar,VB.PRS.AKT,|svara|,|svara..vb.1|,|svara..1:0.998|svara..2:0.002|,|,|,0.0,26,24,UA,0,Flashback: Kultur & media,0
1675,.,MAD,|,|,|,|,|,,27,8,IP,0,Flashback: Kultur & media,0
1676,Ibland,AB,|ibland|,|ibland..ab.1|,|ibland..1:-1.000|,|,|,,1,2,TA,0,Flashback: Kultur & media,0
1676,behövs,VB.PRS.SFO,|behöva|behövas|,|behöva..vb.1|behövas..vb.1|,|behöva..1:0.654|behövas..1:0.346|,|,|,-0.0,2,0,ROOT,0,Flashback: Kultur & media,0
1676,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,3,2,,0,Flashback: Kultur & media,0
1676,mer,AB.KOM,|mer|mycket|,|mer..ab.1|mycket..ab.1|,|mycket..1:0.777|mer..1:0.151|mycket..2:0.072|,|,|,,4,2,AA,0,Flashback: Kultur & media,0
1676,än,KN,|,|,|,|,|,,5,4,HD,0,Flashback: Kultur & media,0
1676,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,6,4,HD,0,Flashback: Kultur & media,0
1676,.,MAD,|,|,|,|,|,,7,2,IP,0,Flashback: Kultur & media,0
1677,Men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,1,0,ROOT,-1,Flashback: Kultur & media,0
1677,tror,VB.PRS.AKT,|tro|,|tro..vb.1|,|tro..1:0.847|tro..3:0.153|,|,|,0.0,2,8,TA,-1,Flashback: Kultur & media,0
1677,det,DT.NEU.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,3,4,DT,-1,Flashback: Kultur & media,0
1677,mesta,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|mycken|,|mycken..pn.1|,|mycken..1:-1.000|,|,|,,4,2,OO,-1,Flashback: Kultur & media,0
1677,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,5,2,AA,-1,Flashback: Kultur & media,0
1677,deras,PS.UTR+NEU.SIN+PLU.DEF,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,6,7,DT,-1,Flashback: Kultur & media,0
1677,produkter,NN.UTR.PLU.IND.NOM,|produkt|,|produkt..nn.1|,|produkt..1:0.993|produkt..2:0.007|,|pro..sxc.1+dukt..nn.1:1.047e-20|,|pro+dukter|,0.0,7,5,PA,-1,Flashback: Kultur & media,0
1677,suger,VB.PRS.AKT,|suga|,|suga..vb.1|suga..vb.2|,|suga..1:0.679|suga..2:0.321|,|,|,0.0,8,1,MS,-1,Flashback: Kultur & media,0
1677,.,MAD,|,|,|,|,|,,9,8,IP,-1,Flashback: Kultur & media,0
1678,Denna,DT.UTR.SIN.DEF,|denna|,|denna..pn.1|,|denna..1:-1.000|,|,|,,1,2,DT,0,Flashback: Kultur & media,0
1678,typen,NN.UTR.SIN.DEF.NOM,|typ|,|typ..nn.1|,|typ..1:0.935|typ..3:0.034|typ..2:0.031|,|tya..vb.1+pen..nn.1:7.823e-15|,|ty+pen|,-0.0,2,5,SP,0,Flashback: Kultur & media,0
1678,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,3,2,ET,0,Flashback: Kultur & media,0
1678,människor,NN.UTR.PLU.IND.NOM,|människa|,|människa..nn.1|,|människa..1:-1.000|,|,|,0.0,4,3,PA,0,Flashback: Kultur & media,0
1678,skaffar,VB.PRS.AKT,|skaffa|,|skaffa..vb.1|,|skaffa..1:-1.000|,|skaffa..vb.1+fara..vb.1:7.468e-22|,|skaff+far|,-0.0,5,0,ROOT,0,Flashback: Kultur & media,0
1678,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,6,5,,0,Flashback: Kultur & media,0
1678,barn,NN.NEU.PLU.IND.NOM,|barn|,|barn..nn.1|,|barn..1:0.647|barn..2:0.353|,|,|,-0.0,7,5,SS,0,Flashback: Kultur & media,0
1678,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,8,9,AA,0,Flashback: Kultur & media,0
1678,tidigt,AB.POS,|tidig|,|tidig..av.1|,|tidig..1:-1.000|,|,|,-0.0,9,5,TA,0,Flashback: Kultur & media,0
1678,.,MAD,|,|,|,|,|,,10,5,IP,0,Flashback: Kultur & media,0
1679,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,Flashback: Kultur & media,0
1679,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.937|ha..3:0.063|,|,|,0.0,2,28,MS,0,Flashback: Kultur & media,0
1679,skapat,VB.SUP.AKT,|skapa|,|skapa..vb.1|,|skapa..1:-1.000|,|,|,0.0,3,28,IK,0,Flashback: Kultur & media,0
1679,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,6,DT,0,Flashback: Kultur & media,0
1679,lokal,JJ.POS.UTR.SIN.IND.NOM,|lokal|,|lokal..av.1|,|lokal..2:-1.000|,|lo..nn.1+kal..av.1:6.182e-14|,|lo+kal|,0.0,5,6,AT,0,Flashback: Kultur & media,0
1679,nät-community,PM.NOM,|,|,|,|,|,,6,28,CJ,0,Flashback: Kultur & media,0
1679,där,HA,|där|,|där..ab.1|,|där..1:-1.000|,|,|,,7,12,RA,0,Flashback: Kultur & media,0
1679,ungdommar,NN.UTR.PLU.IND.NOM,|,|,|,|,|,,8,12,SS,0,Flashback: Kultur & media,0
1679,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,9,8,ET,0,Flashback: Kultur & media,0
1679,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,11,DT,0,Flashback: Kultur & media,0
1679,landsdel,NN.UTR.SIN.IND.NOM,|landsdel|,|landsdel..nn.1|,|landsdel..1:-1.000|,|land..nn.3+del..nn.1:1.783e-09|land..nn.1+del..nn.1:1.783e-09|land..nn.2+del..nn.1:1.783e-09|,|lands+del|,,11,9,PA,0,Flashback: Kultur & media,0
1679,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..1:0.428|kunna..4:0.275|kunna..3:0.244|kunna..2:0.052|,|,|,0.0,12,15,MS,0,Flashback: Kultur & media,0
1679,bli,VB.INF.AKT,|bli|,|bli..vb.1|,|bli..1:0.734|bli..2:0.266|,|,|,0.0,13,12,+F,0,Flashback: Kultur & media,0
1679,medlemmar,NN.UTR.PLU.IND.NOM,|medlem|,|medlem..nn.1|,|medlem..1:-1.000|,|mede..nn.1+lem..nn.1:2.767e-20|,|med+lemmar|,0.0,14,13,SP,0,Flashback: Kultur & media,0
1679,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,15,6,ET,0,Flashback: Kultur & media,0
1679,precis,AB,|precis|,|precis..ab.1|,|precis..1:-1.000|,|,|,,16,18,AA,0,Flashback: Kultur & media,0
1679,som,KN,|,|,|,|,|,,17,16,HD,0,Flashback: Kultur & media,0
1679,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,18,22,SP,0,Flashback: Kultur & media,0
1679,alla,DT.UTR+NEU.PLU.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,19,20,DT,0,Flashback: Kultur & media,0
1679,andra,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|andra|annan|,|andra..av.1|annan..pn.1|,|andra..2:-1.000|annan..1:-1.000|,|,|,,20,18,PA,0,Flashback: Kultur & media,0
1679,communitys,UO,|,|,|,|,|,,21,20,HD,0,Flashback: Kultur & media,0
1679,skriva,VB.INF.AKT,|skriva|,|skriva..vb.1|,|skriva..1:-1.000|,|,|,0.0,22,15,+F,0,Flashback: Kultur & media,0
1679,inlägg,NN.NEU.PLU.IND.NOM,|inlägg|,|inlägg..nn.1|,|inlägg..1:0.944|inlägg..2:0.056|,|in..ab.1+lägg..nn.1:4.462e-11|in..ab.1+lägg..nn.2:4.462e-11|,|in+lägg|,,23,25,SS,0,Flashback: Kultur & media,0
1679,",",MID,|,|,|,|,|,,24,23,IK,0,Flashback: Kultur & media,0
1679,lägga,VB.INF.AKT,|lägga|lägga upp|,|lägga..vb.1|lägga_upp..vbm.1|,|lägga..1:0.875|lägga..3:0.080|lägga..2:0.045|lägga_upp..1:-1.000|lägga_upp..2:-1.000|lägga_upp..3:-1.000|lägga_upp..4:-1.000|lägga_upp..5:-1.000|,|,|,0.0,25,22,IF,0,Flashback: Kultur & media,0
1679,upp,PL,|upp|lägga upp:25|,|upp..ab.1|lägga_upp..vbm.1:25|,|upp..1:-1.000|lägga_upp..1:25:-1.000|lägga_upp..2:25:-1.000|lägga_upp..3:25:-1.000|lägga_upp..4:25:-1.000|lägga_upp..5:25:-1.000|,|,|,,26,25,PL,0,Flashback: Kultur & media,0
1679,bilder,NN.UTR.PLU.IND.NOM,|bild|,|bild..nn.1|,|bild..1:-1.000|,|,|,0.0,27,25,OO,0,Flashback: Kultur & media,0
1679,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,28,0,ROOT,0,Flashback: Kultur & media,0
1679,mycket,PN.NEU.SIN.IND.SUB+OBJ,|mycken|,|mycken..pn.1|,|mycken..1:-1.000|,|,|,,29,28,+F,0,Flashback: Kultur & media,0
1679,annat,PN.NEU.SIN.IND.SUB+OBJ,|annan|,|annan..pn.1|,|annan..1:-1.000|,|,|,,30,29,HD,0,Flashback: Kultur & media,0
1679,.,MAD,|,|,|,|,|,,31,28,IP,0,Flashback: Kultur & media,0
1680,Nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,1,2,TA,0,Flashback: Kultur & media,0
1680,vet,VB.PRS.AKT,|veta|,|veta..vb.1|,|veta..1:-1.000|,|,|,0.0,2,11,MS,0,Flashback: Kultur & media,0
1680,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,2,SS,0,Flashback: Kultur & media,0
1680,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,2,OO,0,Flashback: Kultur & media,0
1680,Flashback,PM.NOM,|,|,|,|,|,,5,6,SS,0,Flashback: Kultur & media,0
1680,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.908|ha..3:0.092|,|,|,0.0,6,4,UA,0,Flashback: Kultur & media,0
1680,relativt,AB.POS,|relativ|relativt|,|relativ..av.1|relativt..ab.1|,|relativt..1:0.671|relativ..1:0.308|relativ..2:0.021|,|,|,,7,8,AA,0,Flashback: Kultur & media,0
1680,få,JJ.POS.UTR+NEU.PLU.IND.NOM,|få|,|få..av.1|,|färre..1:0.813|få..2:0.187|,|,|,0.0,8,10,DT,0,Flashback: Kultur & media,0
1680,kvinnliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|kvinnlig|,|kvinnlig..av.1|kvinnlig..av.2|,|kvinnlig..1:0.760|kvinnlig..2:0.240|,|,|,0.0,9,10,AT,0,Flashback: Kultur & media,0
1680,forumsskribenter,NN.UTR.PLU.IND.NOM,|,|,|,|,|,,10,6,OO,0,Flashback: Kultur & media,0
1680,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,11,0,ROOT,0,Flashback: Kultur & media,0
1680,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,12,13,SS,0,Flashback: Kultur & media,0
1680,vore,VB.KON.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,13,11,MS,0,Flashback: Kultur & media,0
1680,uppskattat,PC.PRF.NEU.SIN.IND.NOM,|uppskatta|,|uppskatta..vb.1|,|uppskatta..1:0.701|uppskatta..2:0.299|,|upp..ab.1+skatta..vb.2:3.398e-11|,|upp+skattat|,0.0,14,13,SP,0,Flashback: Kultur & media,0
1680,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,15,13,OA,0,Flashback: Kultur & media,0
1680,både,KN,|både och|,|både_och..knm.1|,|både_och..1:-1.000|,|,|,,16,18,VA,0,Flashback: Kultur & media,0
1680,kvinnor,NN.UTR.PLU.IND.NOM,|kvinna|,|kvinna..nn.1|,|kvinna..1:-1.000|,|kvinna..nn.1+nor..nn.1:6.295e-21|,|kvinn+nor|,0.0,17,18,CJ,0,Flashback: Kultur & media,0
1680,och,KN,|och|både och:16|,|och..kn.1|både_och..knm.1:16|,|och..1:-1.000|både_och..1:16:-1.000|,|,|,,18,15,PA,0,Flashback: Kultur & media,0
1680,män,NN.UTR.PLU.IND.NOM,|man|,|man..nn.1|,|man..2:0.527|man..4:0.473|,|,|,0.0,19,18,CJ,0,Flashback: Kultur & media,0
1680,gav,VB.PRT.AKT,|ge|,|ge..vb.1|,|ge..1:0.739|givas..1:0.261|,|,|,0.0,20,13,VG,0,Flashback: Kultur & media,0
1680,sitt,PS.NEU.SIN.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,21,22,DT,0,Flashback: Kultur & media,0
1680,utlåtande,NN.NEU.SIN.IND.NOM,|utlåtande|,|utlåtande..nn.1|,|utlåtande..1:-1.000|,|ut..ab.1+låtande..nn.1:1.889e-12|ut..ab.1+låt..nn.1+ande..nn.1:1.563e-15|ut..ab.1+låt..nn.2+ande..nn.1:1.563e-15|ut..ab.1+låta..vb.1+ande..nn.1:8.053e-17|,|ut+låtande|ut+låt+ande|,,22,20,OO,0,Flashback: Kultur & media,0
1680,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,23,25,DT,0,Flashback: Kultur & media,0
1680,bilden,NN.UTR.SIN.DEF.NOM,|bild|,|bild..nn.1|,|bild..1:-1.000|,|,|,0.0,24,25,CJ,0,Flashback: Kultur & media,0
1680,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,25,22,ET,0,Flashback: Kultur & media,0
1680,huruvida,SN,|huruvida|,|huruvida..sn.1|,|huruvida..1:-1.000|,|,|,,26,25,CJ,0,Flashback: Kultur & media,0
1680,ni,PN.UTR.PLU.DEF.SUB,|ni|,|ni..pn.1|,|ni..1:-1.000|,|,|,,27,28,SS,0,Flashback: Kultur & media,0
